Регион,Адрес,Название,Цена,Контактов / мес,"Интенсивность выхода, каждые N мин",Часы работы,Выходов / мес,lat,lon
Новокузнецк,"ул. Транспортная, 61",Мария-Ра,7720.0,45000,15,08:00 - 22:00,1568,53.741904,87.135002
Новосибирская обл,"р.п. Краснообск, 94",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,54.923222,82.98854
Новосибирск,"ул. Крылова, 31",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,55.04156,82.929278
Новокузнецк,"ул. Вокзальная, 10А",Мария-Ра,7720.0,45000,15,08:00 - 22:00,1568,53.745323,87.110307
Барнаул,"ул. Попова, 142 ст 2",Мария-Ра,8100.0,45000,15,08:00 - 22:59,1568,53.351536,83.672059
Новокузнецк,"ул. Тульская, 34",Мария-Ра,7720.0,35000,15,08:00 - 22:00,1568,53.786582,87.304532
Барнаул,"ул. Папанинцев, 129А",Мария-Ра,8100.0,45000,15,08:00 - 22:00,1568,53.337463,83.765223
Барнаул,"ул. Взлетная, 2Л",Мария-Ра,8100.0,45000,15,08:00 - 22:00,1568,53.338624,83.688274
Барнаул,"ул. Молодежная, 136",Мария-Ра,8100.0,45000,15,08:00 - 22:00,1568,53.34014,83.753896
Новокузнецк,"ул. Лесная, 10",Мария-Ра,7720.0,45000,15,08:00 - 22:00,1568,53.738177,87.034902
Новосибирск,"ул. Шамшурина, 10",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,55.032124,82.901134
Новосибирская обл,"рп. Краснообск, 207",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,54.925437,82.983491
Новосибирск,"ул. Связистов, 153",Мария-Ра,7340.0,75000,15,08:00 - 22:00,1568,54.963109,82.839851
Прокопьевск,"ул. Обручева, 56А",Мария-Ра,7720.0,45000,15,08:00 - 22:00,1568,53.86106,86.619773
Белово,"ул. Горького, 36",Мария-Ра,7720.0,45000,15,08:00 - 22:00,1568,54.422853,86.296505
Кемеровская обл,"г. Березовский, ул. Вахрушева, 1А",Мария-Ра,7720.0,45000,15,08:00 - 22:00,1568,55.58066,86.196002
Кемерово,"ул. Тухачевского, 16",Мария-Ра,11580.0,45000,15,08:00 - 22:00,1568,55.340328,86.131979
Кемерово,"ул. Гагарина, 51Б",Мария-Ра,11580.0,45000,15,08:00 - 22:00,1568,55.33895,86.101463
Новоалтайск,"ул. Анатолия, 86",Мария-Ра,5400.0,15005,15,08:00 - 22:00,1568,53.421321,83.938338
Барнаул,"пр. Строителей, 18",Мария-Ра,8100.0,45000,15,08:00 - 22:00,1568,53.35231,83.760265
Барнаул,"ул. Чайковского, 41Б",Мария-Ра,8100.0,45000,15,08:00 - 22:00,1568,53.250696,83.68274
Томская обл,"п. Победа, пер. Дорожный, 29",Мария-Ра,8100.0,15005,15,08:00 - 22:00,1568,56.52614,84.167516
Новокузнецк,"ул. Березовая роща, 30",Мария-Ра,7720.0,45000,15,08:00 - 22:00,1568,53.886812,87.098916
Анжеро-Судженск,"ул. Шевченко, 2А",Мария-Ра,7720.0,45000,15,08:00 - 22:00,1568,56.099742,86.037296
Прокопьевск,"ул. Прокопьевская, 160",Мария-Ра,7720.0,15000,15,08:00 - 22:00,1568,53.862058,86.759398
Кемерово,"ул. Гагарина, 136",Мария-Ра,11580.0,45000,15,08:00 - 22:00,1568,55.339949,86.136623
Новосибирск,"ул. Аэропорт, 51",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,55.078937,82.902113
Новосибирск,"пр. Красный, 13",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,55.024105,82.921526
Прокопьевск,"ул. Проектная, 67",Мария-Ра,7720.0,15000,15,08:00 - 22:00,1568,53.900692,86.802643
Новосибирск,"ул. Шмонина, 10",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,54.941146,82.960108
Томск,"ул. Береговая, 7",Мария-Ра,8100.0,30000,15,08:00 - 22:00,1568,56.521572,84.929593
Хакасия Респ,"г. Черногорск, ул. Дзержинского, 13 а",ТЦ АЛПИ,11420.0,70000,15,09:00 - 20:00,1232,53.822899,91.31886
Барнаул,"ул. Э. Алексеевой, 2Б",Мария-Ра,8100.0,45000,15,08:00 - 22:00,1568,53.381679,83.734788
Барнаул,"ул. П. Сухова, 2А",Мария-Ра,8100.0,15005,15,08:00 - 22:00,1568,53.380465,83.739091
Прокопьевск,"ул. Оренбургская, 2а",Мария-Ра,7720.0,45000,15,08:00 - 22:00,1568,53.893254,86.823241
Новосибирск,"ул. Оловозаводская, 4а",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,54.965745,82.956497
Барнаул,"ул. С. Семенова, 23",Мария-Ра,8100.0,15005,15,08:00 - 22:00,1568,53.351622,83.663489
Кемерово,"ул. Дружбы, 35",Мария-Ра,11580.0,45000,15,08:00 - 22:00,1568,55.313619,86.102119
Барнаул,"ул. Ускова, 32",Мария-Ра,8100.0,45000,15,08:00 - 22:00,1568,53.336177,83.652619
Новосибирск,"ул. Д. Ковальчук, 266А",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,55.060178,82.915354
Новокузнецк,"ул. Горьковская, 58А",Мария-Ра,7720.0,45000,15,08:00 - 22:00,1568,53.824988,87.177177
Белово,"пер. Толстого, 1",Мария-Ра,7720.0,45000,15,08:00 - 22:00,1568,54.414948,86.307303
Новосибирск,"ул. Доватора, 35",Мария-Ра,7340.0,15000,15,08:00 - 22:00,1568,55.038124,83.000811
Томск,"пер. Плеханова, 8А",Мария-Ра,12150.0,45000,15,08:00 - 22:00,1568,56.479461,84.95258
Киселевск,"ул. 50 лет Города, 34",Мария-Ра,7720.0,45000,15,08:00 - 22:00,1568,53.999812,86.544512
Барнаул,"ул. Молодежная, 111",Мария-Ра,8100.0,15005,15,08:00 - 22:00,1568,53.340301,83.755917
Барнаул,"ул. Фурманова, 24А",Мария-Ра,8100.0,45000,15,08:00 - 22:00,1568,53.337602,83.730575
Прокопьевск,"ул. Армавирская, 5",Мария-Ра,7720.0,15005,15,08:00 - 22:00,1568,53.903329,86.663844
Белово,"ул. Тухачевского, 12",Мария-Ра,7720.0,45000,15,08:00 - 22:00,1568,54.301984,86.289534
Барнаул,"ул. Бабуркина, 7",Мария-Ра,8100.0,45000,15,08:00 - 22:00,1568,53.343522,83.709788
Новосибирск,"пр. Строителей, 19/1",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,54.860466,83.084884
Новокузнецк,"пр. Авиаторов, 112А",Мария-Ра,7720.0,45000,15,08:00 - 22:00,1568,53.900209,87.135307
Белокуриха,"ул. Славского, 49",ТЦ Жемчужина Белокурихи,8100.0,30000,15,10:00 - 20:00,1120,51.984797,84.964025
Абакан,"ул. Некрасова, 31А",ТЦ Калина,17130.0,250000,15,09:00 - 22:00,1456,53.724455,91.421888
Томск,"ул. 4-я Заречная, 46",Мария-Ра,8100.0,30000,15,08:00 - 22:00,1568,56.491941,85.036169
Новосибирск,"ул. Заречная, 27/1",Мария-Ра,7340.0,45000,15,08:00 - 22:55,1568,54.979857,83.055967
Томск,"ул. Лазо, 25Г",Мария-Ра,8100.0,33000,15,08:00 - 22:00,1568,56.518692,85.04075
Новосибирская обл,"г. Обь, ул. Большая, 22",Мария-Ра,7340.0,32000,15,08:00 - 22:00,1568,54.983696,82.686338
Барнаул,"ул. Балтийская, 116",Мария-Ра,8100.0,45000,15,08:00 - 22:00,1568,53.338398,83.65235
Новосибирск,"ул. Гребенщикова, 2","Атлас, торговый центр",11020.0,150000,15,09:00 - 22:00,1456,55.10702,82.938549
Хакасия Респ,"г. Саяногорск, ул. Шушенская, 18",ТРЦ Спутник,22840.0,250000,15,09:00 - 22:00,1456,53.110676,91.402879
Барнаул,"ул. Чернышевского, 186",Мария-Ра,8100.0,45000,15,08:00 - 22:00,1568,53.333752,83.765574
Новокузнецк,"ул. Дружбы, 2",Мария-Ра,7720.0,45000,15,08:00 - 22:00,1568,53.744956,87.144982
Новосибирск,"ул. Аэропорт, 56",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,55.07553,82.909803
Новосибирск,"ул. Курчатова, 9",Мария-Ра,7340.0,15005,15,08:00 - 22:00,1568,55.106098,82.970861
Анжеро-Судженск,"ул. Сосновая, 12а",Мария-Ра,7720.0,45000,15,08:00 - 22:00,1568,56.096117,86.058667
Кемерово,"пр. Шахтеров, 43",Мария-Ра,11580.0,45000,15,08:00 - 22:00,1568,55.391616,86.108389
Новоалтайск,"ул. Космонавтов, 22В",Мария-Ра,5400.0,45000,15,08:00 - 22:00,1568,53.423017,83.932732
Барнаул,"Павловский тракт, 297",Мария-Ра,8100.0,45000,15,08:00 - 22:00,1568,53.344973,83.65677
Кемеровская обл,"с. Сосновка, ул. Калинина, 50",Мария-Ра,7720.0,45000,15,08:00 - 22:00,1568,53.668728,87.148342
Барнаул,"пр. Комсомольский, 122В",Мария-Ра,8100.0,45000,15,08:00 - 22:00,1568,53.354654,83.779641
Кемерово,"пр. Московский, 4",Мария-Ра,11580.0,15005,15,08:00 - 22:00,1568,55.352675,86.139839
Новокузнецк,"ул. Косыгина, 7",Мария-Ра,7720.0,45000,15,08:00 - 22:00,1568,53.888122,87.10878
Новосибирская обл,"г. Обь, ул. Горького, 6",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,54.99117,82.709011
Новокузнецк,"ул. Косыгина, 45А",Мария-Ра,7720.0,15005,15,08:00 - 22:00,1568,53.890654,87.122129
Прокопьевск,"ул. Сафоновская, 2а",Мария-Ра,7720.0,45000,15,08:00 - 22:00,1568,53.872406,86.66353
Новокузнецк,"ул. Бардина, 26",Мария-Ра,7720.0,45000,15,08:00 - 22:00,1568,53.751106,87.12609
Барнаул,"ул. Северо-Западная, 250",Мария-Ра,8100.0,45000,15,08:00 - 22:00,1568,53.351579,83.718897
Новосибирск,"6-й пер. Танкистов, 12",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,54.971636,82.835413
Новосибирск,"ул. Твардовского, 159",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,54.931836,83.123907
Новосибирск,"ул. Бердышева, 5",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,54.86256,82.969172
Бердск,"Микрорайон, 54",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,54.743442,83.058285
Искитим,"микрорайон Индустриальный, 27б",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,54.628695,83.303498
Новосибирск,"ул. Комсомольская, 10",Мария-Ра,7340.0,45000,15,09:00 - 22:00,1456,54.957474,82.964537
Новосибирск,"ул. Планировочная, 56",Мария-Ра,7340.0,45000,15,09:00 - 22:00,1456,54.996464,82.894046
Новосибирск,"ул. Крылова, 53/1",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,55.042416,82.934084
Новокузнецк,"ул. Новоселов, 67",Мария-Ра,7720.0,45000,15,08:00 - 22:00,1568,53.897631,87.139619
Новокузнецк,"ул. Клубная, 60",Мария-Ра,7720.0,15005,15,08:00 - 22:00,1568,53.781065,87.155789
Барнаул,"ул. Советская, 3А",Мария-Ра,8100.0,75000,15,08:00 - 22:00,1568,53.354175,83.776686
Новосибирск,"ул. Новоуральская, 19",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,55.172172,82.964959
Новосибирск,"пр. Красный, 96",Мария-Ра,7340.0,75000,15,08:00 - 23:00,1680,55.053485,82.915013
Новосибирск,"ул. Первомайская, 170",Мария-Ра,7340.0,15005,15,08:00 - 22:00,1568,54.972716,83.081246
Новосибирск,"ул. Связистов, 11",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,54.983752,82.832664
Новосибирск,"ул. Б. Хмельницкого, 35",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,55.074644,82.951008
Новосибирск,"ул. Вертковская, 5/2",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,54.975367,82.890345
Новосибирск,"ул. Степная, 55",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,54.977723,82.867501
Кемеровская обл,"г. Калтан, ул. Комсомольская, 75",Мария-Ра,7720.0,45000,15,08:00 - 22:00,1568,53.5091,87.273342
Новокузнецк,"ул. Челюскина, 37",Мария-Ра,7720.0,45000,15,08:00 - 22:00,1568,53.746793,87.064205
Новосибирская обл,"г. Куйбышев, Квартал, 12, 3",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,55.445972,78.311111
Новосибирская обл,"г. Татарск, ул. Ленина, 114",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,55.215842,75.954561
Новосибирская обл,"г. Куйбышев, ул. Володарского, 42",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,55.447622,78.322331
Новосибирск,"ул. Титова, 11",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,54.982239,82.882476
Новосибирск,"ул. Невельского, 59",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,54.991867,82.811132
Новосибирск,"ул. Селезнева, 36",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,55.043866,82.945969
Новосибирск,"ул. Вилюйская, 24",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,54.997926,83.007773
Новосибирск,"ул. Б. Богаткова, 181",Мария-Ра,7340.0,30000,15,08:00 - 22:00,1568,55.034451,82.968606
Новосибирск,"ул. Королева, 14/1",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,55.048616,82.969693
Новосибирск,"пр. Мира, 28",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,54.963672,82.911797
Новосибирск,"ул. Забалуева, 5А",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,54.990974,82.834128
Кемерово,"ул. В. Волошиной, 38",Мария-Ра,11580.0,15005,15,08:00 - 22:00,1568,55.307204,86.091447
Томская обл,"г. Колпашево, ул. Базарная, 76",Мария-Ра,8100.0,24000,15,08:00 - 22:00,1568,58.321296,82.923843
Новосибирск,"ул. Ватутина, 9",Мария-Ра,7340.0,30000,15,08:00 - 22:00,1568,54.98929,82.886294
Новосибирск,"ул. Станиславского, 40/1",ТЦ Искра,11020.0,60000,15,09:00 - 21:00,1344,54.968902,82.872774
Новосибирск,"ул. В. Потылицына, 9/4",Мария-Ра,7340.0,75000,15,08:00 - 22:00,1568,55.018149,83.005841
Новокузнецк,"Заводское шоссе, 8",Мария-Ра,7720.0,45000,15,08:00 - 22:00,1568,53.791071,87.153857
Новосибирск,"ул. Пархоменко, 86А",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,54.987353,82.851385
Барнаул,"ул. Воровского, 113",Мария-Ра,8100.0,45000,15,08:00 - 22:00,1568,53.366283,83.791984
Бердск,"ул. Красная Сибирь, 116",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,54.751778,83.065058
Барнаул,"ул. Партизанская, 151",Мария-Ра,8100.0,15005,15,08:00 - 22:00,1568,53.334693,83.773137
Новосибирск,"ул. Д. Ковальчук, 20",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,55.050416,82.89074
Новосибирск,"ул. Выборная, 125/1",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,55.003523,83.021265
Новосибирск,"пр. Дзержинского, 32",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,55.056708,82.977634
Новосибирск,"ул. Немировича-Данченко, 118/1",Мария-Ра,7340.0,60000,15,08:00 - 22:00,1568,54.97253,82.903074
Новосибирск,"ул. Ударная, 27/2",Мария-Ра,7340.0,60000,15,08:00 - 22:00,1568,54.9679,82.862048
Новосибирск,"ул. Большая, 608",Мария-Ра,7340.0,30000,15,08:00 - 23:00,1680,55.028331,82.809227
Новосибирск,"ул. Новогодняя, 22",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,54.983954,82.906048
Новокузнецк,"пр. Октябрьский, 31",Мария-Ра,7720.0,45000,15,08:00 - 22:00,1568,53.750456,87.148557
Новосибирск,"ул. Петухова, 156",Мария-Ра,7340.0,65000,15,08:00 - 22:00,1568,54.938612,82.943373
Барнаул,"ул. Партизанская, 51",Мария-Ра,8100.0,45000,15,08:00 - 22:00,1568,53.341576,83.791014
Новосибирск,"ул. Сибиряков-Гвардейцев, 55",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,54.940122,82.898798
Новосибирск,"ул. Авиастроителей, 2",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,55.070443,82.968921
Новосибирск,"ул. Станиславского, 22",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,54.977826,82.871876
Новосибирск,"пр. Дзержинского, 33",Мария-Ра,7340.0,75000,15,08:00 - 22:00,1568,55.054692,82.97175
Новосибирск,"пр. Дзержинского, 2/2",ТЦ Роща (Холидей Фемели),11020.0,250000,15,10:00 - 21:00,1232,55.043933,82.953488
Барнаул,"ул. Власихинская, 166",ТЦ Заря,12150.0,80000,15,10:00 - 21:00,1232,53.330042,83.674143
Новосибирск,"ул. Котовского, 48",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,54.990189,82.860162
Новосибирск,"ул. Титова, 35/2",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,54.981335,82.865147
Новосибирская обл,"г. Обь, ул. ЖКО Аэропорта, 8",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,54.997058,82.689203
Новосибирск,"ул. Гидромонтажная, 50",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,54.860922,82.978371
Новосибирск,"ул. Зорге, 267",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,54.933134,82.924274
Кемерово,"ул. Леонова, 13А",Мария-Ра,11580.0,45000,15,08:00 - 22:00,1568,55.394351,86.017488
Новосибирск,"ул. Первомайская, 196",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,54.974365,83.07008
Новосибирск,"ул. 9-й Гвардейской Дивизии, 18",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,54.968727,82.847424
Новосибирск,"ул. Петропавловская, 1",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,54.985065,82.862937
Новосибирск,"ул. Широкая, 1",Мария-Ра,11010.0,45000,15,08:00 - 22:00,1568,54.994052,82.868237
Новосибирск,"ул. Эйхе, 11",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,54.974716,83.09888
Новосибирск,"ул. Новосибирская, 20/1",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,54.988495,82.843112
Кемерово,"ул. Сарыгина, 35А",Мария-Ра,11580.0,45000,15,08:00 - 22:00,1568,55.339386,86.077101
Новосибирск,"ул. Героев Революции, 16",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,54.974597,83.093239
Новосибирск,"ул. Забалуева, 21",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,54.989807,82.827517
Новокузнецк,"ул. Чернышова, 20",Мария-Ра,7720.0,45000,15,08:00 - 22:00,1568,53.902968,87.11284
Новосибирск,"пр. Дзержинского, 7",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,55.051752,82.965417
Новосибирская обл,"с. Криводановка, ул. Садовая, 27б",Мария-Ра,7340.0,15000,15,08:00 - 22:00,1568,55.08577,82.645114
Барнаул,"ул. Чайковского, 29",Мария-Ра,8100.0,45000,15,08:00 - 22:00,1568,53.253244,83.690313
Новосибирск,"ул. Широкая, 37А",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,54.99431,82.854898
Новокузнецк,"ул. Толбухина, 64",Мария-Ра,7720.0,45000,15,08:00 - 22:00,1568,53.799671,87.369516
Новокузнецк,"ул. Дузенко, 33",Мария-Ра,7720.0,45000,15,08:00 - 22:00,1568,53.796975,87.350229
Барнаул,"ул. Власихинская, 111",Мария-Ра,8100.0,45000,15,08:00 - 22:00,1568,53.328773,83.669301
Томская обл,"г. Колпашево, ул. Победы, 21/1",Мария-Ра,8100.0,24000,15,08:00 - 22:00,1568,58.320134,82.896031
Барнаул,"ул. Власихинская, 97",Мария-Ра,8100.0,45000,15,08:00 - 22:00,1568,53.328461,83.674296
Новокузнецк,"пр. Строителей, 21",Мария-Ра,7720.0,45000,15,08:00 - 22:00,1568,53.768331,87.112858
Новокузнецк,"ул. Ушинского, 2",Мария-Ра,7720.0,45000,15,08:00 - 22:00,1568,53.765324,87.112678
Новосибирск,"ул. Геодезическая, 4/1",ТЦ Амстердам,11020.0,80000,15,09:00 - 22:00,1456,54.989858,82.903631
Анжеро-Судженск,"ул.Чайкиной, 50А",Мария-Ра,7720.0,15005,15,08:00 - 22:00,1568,56.051411,86.035131
Междуреченск,"ул. Кузнецкая, 43В",Мария-Ра,7720.0,45000,15,08:00 - 22:00,1568,53.681466,88.071603
Новосибирск,"ул. 2-я Миргородская, 12",Мария-Ра,7340.0,30000,15,08:00 - 22:00,1568,54.853133,83.03978
Барнаул,"пр. ​Красноармейский, 31, ул. Никитина, 126",Мария-Ра,8100.0,45000,15,08:00 - 22:00,1568,53.332241,83.779974
Барнаул,"ул. Северо-Западная, 155",Мария-Ра,8100.0,45000,15,08:00 - 22:00,1568,53.359931,83.726775
Кемерово,"ул. Нахимова, 32В",Мария-Ра,11580.0,45000,15,08:00 - 22:00,1568,55.391549,86.095965
Новоалтайск,"ул. Ударника, 2Б",Мария-Ра,5400.0,45000,15,08:00 - 22:00,1568,53.385278,83.941077
Барнаул,"ул. Геодезическая, 96Б",Мария-Ра,8100.0,15005,15,08:00 - 22:00,1568,53.357964,83.654901
Новосибирская обл,"г. Болотное, ул. Забабонова,19",Мария-Ра,7340.0,30000,15,08:00 - 22:00,1568,55.668559,84.391619
Барнаул,"Павловский тракт, 289",Мария-Ра,8100.0,45000,15,08:00 - 22:00,1568,53.344731,83.660444
Томск,"Иркутский тракт, 202/1",Мария-Ра,8100.0,60000,15,08:00 - 22:00,1568,56.521929,85.070457
Новосибирск,"ул. Кожевникова, 9/1",Мария-Ра,7340.0,15000,15,08:00 - 22:00,1568,54.958276,82.972137
Кемеровская обл,"г. Мариинск, ул. 50 лет Октября, 88",Мария-Ра,7720.0,45000,15,08:00 - 22:00,1568,56.201555,87.711882
Томск,"ул. Б. Хмельницкого, 42Б",Мария-Ра,12150.0,15000,15,08:00 - 22:00,1568,56.45416,85.020304
Томская обл,"г. Колпашево, ул. Кирова, 48/1",Мария-Ра,8100.0,45000,15,08:00 - 22:00,1568,58.319009,82.892384
Томск,"ул. Дзержинского, 51А",Мария-Ра,8100.0,15000,15,08:00 - 22:00,1568,56.467394,84.969846
Кемерово,"ул. Серебряный бор, 2",Мария-Ра,11580.0,45000,15,08:00 - 22:00,1568,55.400563,86.128017
Барнаул,"ул. Приречная, 2А",Мария-Ра,8100.0,45000,15,08:00 - 22:00,1568,53.330703,83.804255
Барнаул,"ул. Взлетная, 99",Мария-Ра,8100.0,45000,15,08:00 - 22:00,1568,53.341022,83.64952
Бердск,"ул. Ленина, 136",Мария-Ра,7340.0,15000,15,08:00 - 22:00,1568,54.754464,83.121949
Томск,"ул. Тверская, 80",Мария-Ра,8100.0,15000,15,08:00 - 22:00,1568,56.472083,84.973403
Новосибирск,"ул. Спортивная, 17/1",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,54.98196,82.798717
Новосибирск,"ул. 2-я Портовая, 6А",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,55.026159,82.862425
Новосибирск,"ул. Петухова, 14/4",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,54.939543,82.887174
Новосибирск,"ул. Халтурина, 20А",Мария-Ра,7340.0,15000,15,08:00 - 22:00,1568,54.987875,82.82334
Новокузнецк,"ул. Запорожская, 69",Мария-Ра,7720.0,15005,15,08:00 - 22:00,1568,53.769742,87.139772
Кемеровская обл,"г. Березовский, пр. Ленина, 32",Мария-Ра,7720.0,75000,15,08:00 - 22:00,1568,55.67129,86.271694
Прокопьевск,"пр. Ленина, 7",Мария-Ра,7720.0,45000,15,08:00 - 22:00,1568,53.864384,86.640838
Томск,"ул. Артема, 3",Мария-Ра,8100.0,15000,15,08:00 - 22:00,1568,56.462958,84.980958
Новокузнецк,"ул. Петракова, 45",Мария-Ра,7720.0,45000,15,08:00 - 22:00,1568,53.778362,87.202276
Кемеровская обл,"г. Мариинск, ул. Ленина, 71",Мария-Ра,7720.0,45000,15,08:00 - 22:00,1568,56.205736,87.750455
Кемерово,"пр. Октябрьский, 40Б",Мария-Ра,11580.0,45000,15,08:00 - 22:00,1568,55.349143,86.142228
Кемерово,"пр. Октябрьский, 80",Мария-Ра,11580.0,75000,15,08:00 - 22:00,1568,55.357808,86.171693
Кемеровская обл,"г. Березовский, пр. Шахтеров, 8",Мария-Ра,7720.0,15000,15,08:00 - 22:00,1568,55.664304,86.276509
Новосибирск,"ул. Кубовая, 107/3",Мария-Ра,7340.0,20000,15,08:00 - 22:00,1568,55.128006,82.892097
Новокузнецк,"пр. Металлургов, 30",Мария-Ра,7720.0,45000,15,08:00 - 22:00,1568,53.758303,87.118913
Новокузнецк,"пр. Строителей, 45",Мария-Ра,7720.0,45000,15,08:00 - 22:00,1568,53.77013,87.117745
Новокузнецк,"пр. Металлургов, 50",Мария-Ра,7720.0,45000,15,08:00 - 22:00,1568,53.765707,87.119092
Новосибирск,"ул. О. Жилиной, 73",Мария-Ра,7340.0,45000,15,08:00 - 22:00,1568,55.045656,82.93244
Томск,"ул. Усова, 17",Мария-Ра,12150.0,15000,15,09:00 - 22:00,1456,56.463605,84.961986
Кемерово,"б-р Строителей, 57",Мария-Ра,11580.0,45000,15,08:00 - 22:00,1568,55.330875,86.176849
Кемерово,"ул. Рекордная, 33Б",Мария-Ра,11580.0,45000,15,08:00 - 22:00,1568,55.397623,86.025681
Прокопьевск,"ул. Шишкина, 25",Мария-Ра,7720.0,45000,15,08:00 - 22:00,1568,53.880231,86.650289
Белокуриха,"ул. Славского, 37",ТРЦ София,16200.0,30000,15,09:00 - 21:00,1344,51.987215,84.96513
Новосибирск,"ул. Д. Ковальчук, 179/4",ТЦ Калина,11020.0,90000,15,10:00 - 21:00,1232,55.060621,82.914123
Томская обл,"г. Асино, ул. Гончарова, 180",Мария-Ра,8100.0,15000,15,08:00 - 22:00,1568,57.008872,86.125798
Белово,"ул. Советская, 65",Мария-Ра,7720.0,45000,15,08:00 - 22:00,1568,54.408618,86.303341
Прокопьевск,"ул. К. Либкнехта, 7",Мария-Ра,7720.0,45000,15,08:00 - 22:00,1568,53.885098,86.746309
Новокузнецк,"ул. Пушкина, 16",Мария-Ра,7720.0,45000,15,08:00 - 22:00,1568,53.802942,87.375418
Анжеро-Судженск,"ул. Горького, 29",Мария-Ра,7720.0,45000,15,08:00 - 22:00,1568,56.092009,86.017668
Новокузнецк,"ул. Грдины, 26",Мария-Ра,7720.0,45000,15,08:00 - 22:00,1568,53.755902,87.173297
Барнаул,"ул. Взлетная, 2К",Эко-ярмарка ВДНХ,12150.0,20000,15,08:00 - 20:00,1344,53.339484,83.688678
Новосибирск,"ул. Мясниковой, 6",Мария-Ра,11010.0,15005,15,08:00 - 22:00,1568,55.105578,82.945241
Новокузнецк,"пр. Ермакова, 7",Мария-Ра,7720.0,45000,15,08:00 - 22:00,1568,53.766218,87.13484
Новокузнецк,"пр. Советской Армии, 29",Мария-Ра,7720.0,45000,15,08:00 - 22:00,1568,53.832885,87.175111
Новокузнецк,"ул. Куйбышева, 5",Мария-Ра,7720.0,45000,15,08:00 - 22:00,1568,53.756818,87.101018
Томская обл,"с. Рыбалово, ул. Сибирская, 5А",Мария-Ра,8100.0,20000,15,08:00 - 22:00,1568,56.508262,84.520644
Новокузнецк,"ул. Лазо, 1",Мария-Ра,7720.0,45000,15,08:00 - 22:00,1568,53.751819,87.09835
Новоалтайск,"ул. Анатолия, 92",Мария-Ра,5400.0,45000,15,08:00 - 22:00,1568,53.425227,83.937251
